"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"HRAS",1.43473281472322e-71,0.271032877689988,0.634,0.291,3.14938200159895e-67,"0","HRAS"
"EMG1",1.47737513023139e-71,0.401599282591864,0.411,0.158,3.24298614837092e-67,"0","EMG1"
"MMP23B",1.53024985512447e-71,3.05006964345431,0.13,0.012,3.35905145698373e-67,"0","MMP23B"
"CENPT",1.54776781746423e-71,0.541667275860785,0.388,0.143,3.39750513611573e-67,"0","CENPT"
"CMSS1",1.60858769622888e-71,0.598794064140663,0.361,0.128,3.53101085199201e-67,"0","CMSS1"
"TMEM170A",1.65189934635088e-71,0.42921539607844,0.59,0.267,3.62608425517482e-67,"0","TMEM170A"
"SMG9",1.66922574290923e-71,0.572567657545596,0.39,0.145,3.66411742826005e-67,"0","SMG9"
"NUP35",1.76975961624907e-71,0.87607115254474,0.255,0.069,3.88479933362834e-67,"0","NUP35"
"ZMYM4",1.77634375750088e-71,0.674773386485046,0.345,0.118,3.89925218209019e-67,"0","ZMYM4"
"ZNF814",1.78546966638847e-71,1.33631663061155,0.22,0.052,3.91928446468933e-67,"0","ZNF814"
"NDUFV3",1.81567118318644e-71,0.392346170659927,0.597,0.274,3.98557981421255e-67,"0","NDUFV3"
"SNRPF",1.86854486374713e-71,0.277789629092646,0.731,0.368,4.10164283041132e-67,"0","SNRPF"
"DHRS3",1.89720833165838e-71,0.469647059387798,0.549,0.248,4.16456200882331e-67,"0","DHRS3"
"DAP",2.09744744726025e-71,0.299477926573602,0.499,0.209,4.60410689148098e-67,"0","DAP"
"SLC22A5",2.25888630825984e-71,1.87498016851391,0.158,0.023,4.95848133526117e-67,"0","SLC22A5"
"ABCB7",2.32979820607465e-71,0.800344697834641,0.317,0.104,5.11414004215446e-67,"0","ABCB7"
"SLC41A2",2.45805430489417e-71,1.26951895397414,0.18,0.032,5.3956750046732e-67,"0","SLC41A2"
"PRKAG1",2.64962520777158e-71,0.507530140848903,0.405,0.155,5.8161922935794e-67,"0","PRKAG1"
"WDR83",2.67902037156435e-71,0.496923607671002,0.32,0.103,5.88071761762089e-67,"0","WDR83"
"CHERP",2.71353878077692e-71,0.599577940564816,0.376,0.137,5.95648897768343e-67,"0","CHERP"
"SLC35F2",2.76431420960575e-71,2.05092931369435,0.161,0.024,6.06794612150558e-67,"0","SLC35F2"
"PACS1",2.91303534091928e-71,0.798627475186301,0.269,0.077,6.3944038768519e-67,"0","PACS1"
"FBXW2",3.1166706169613e-71,0.435441478859335,0.357,0.128,6.84140367129176e-67,"0","FBXW2"
"METTL2B",3.15219752911092e-71,0.985644520655406,0.299,0.094,6.91938879615138e-67,"0","METTL2B"
"STK36",3.16430864353418e-71,1.33350873317765,0.192,0.038,6.94597390342188e-67,"0","STK36"
"COPS9",3.38318118926628e-71,0.304100444739256,0.82,0.49,7.42642102855841e-67,"0","COPS9"
"STK16",3.89575920980971e-71,0.487570593951115,0.366,0.129,8.5515810414533e-67,"0","STK16"
"LINC01184",3.95304731250644e-71,0.573603113230204,0.334,0.113,8.67733415568288e-67,"0","LINC01184"
"BOC",4.01338858258641e-71,1.98060649864866,0.159,0.024,8.80978927763542e-67,"0","BOC"
"RHOT1",4.07163159840787e-71,0.515915753546068,0.439,0.173,8.93763852166513e-67,"0","RHOT1"
"DNAJC30",4.11146425337731e-71,0.749162829112631,0.326,0.108,9.02507518258854e-67,"0","DNAJC30"
"P3H2",4.12523011882438e-71,1.21221454979174,0.208,0.045,9.05529263383139e-67,"0","P3H2"
"ABCB8",4.35381272170748e-71,0.681718770773519,0.379,0.138,9.5570543054201e-67,"0","ABCB8"
"MAP3K12",4.65827491477331e-71,1.04762204057822,0.257,0.07,1.02253792654189e-66,"0","MAP3K12"
"SLC25A46",4.67051878635683e-71,0.521143169686288,0.393,0.145,1.02522557879319e-66,"0","SLC25A46"
"LNX1",4.76313384944852e-71,2.07460736357424,0.14,0.015,1.04555551129245e-66,"0","LNX1"
"AC092040.1",4.82993158083943e-71,2.45885242723587,0.147,0.018,1.06021828131006e-66,"0","AC092040.1"
"SAAL1",5.61802575140336e-71,0.789051328843308,0.27,0.077,1.23321283269055e-66,"0","SAAL1"
"ZNF692",5.65386271372659e-71,0.902336691682367,0.272,0.079,1.24107940429012e-66,"0","ZNF692"
"C5orf51",6.42537325915201e-71,0.968048629338707,0.277,0.081,1.41043368411646e-66,"0","C5orf51"
"COL16A1",6.49151196768625e-71,0.747276632291095,0.324,0.105,1.42495179202681e-66,"0","COL16A1"
"ITPRID2",6.90023148339312e-71,0.387702132443095,0.574,0.262,1.51466981291962e-66,"0","ITPRID2"
"AC245297.3",7.30171849044265e-71,0.366644853399728,0.417,0.16,1.60280022583707e-66,"0","AC245297.3"
"MAP2K5",7.47277905389631e-71,0.918956702767064,0.26,0.072,1.64034973012078e-66,"0","MAP2K5"
"SUMO1",7.82661419254205e-71,0.353181028823163,0.876,0.529,1.71802008140491e-66,"0","SUMO1"
"URB1-AS1",7.91215295401343e-71,0.893660690883808,0.23,0.056,1.73679669493549e-66,"0","URB1-AS1"
"RAMP2",7.98091416135912e-71,1.21965938212085,0.182,0.034,1.75189046755994e-66,"0","RAMP2"
"ZSCAN21",8.00575688034649e-71,1.48919302651005,0.207,0.045,1.75734369280486e-66,"0","ZSCAN21"
"PRKAB2",8.30622959261085e-71,1.04243126849417,0.283,0.085,1.82330045787401e-66,"0","PRKAB2"
"FAM184A",8.41358527595283e-71,1.61792307221515,0.198,0.041,1.84686610392441e-66,"0","FAM184A"
"NBDY",8.47461986183359e-71,0.290108033449149,0.744,0.401,1.86026380587109e-66,"0","NBDY"
"ALKBH5",9.50091563933813e-71,0.448300706190746,0.618,0.297,2.08554599199111e-66,"0","ALKBH5"
"DNAJC22",9.52902198779349e-71,2.30446468724803,0.154,0.021,2.09171561654055e-66,"0","DNAJC22"
"MANEA",1.02371732785661e-70,0.626617378312365,0.315,0.102,2.24716190637805e-66,"0","MANEA"
"MAD2L2",1.03311998785965e-70,0.361285400817152,0.578,0.26,2.26780168535072e-66,"0","MAD2L2"
"TMA7",1.11281573824388e-70,0.260322657518541,0.955,0.722,2.44274182701914e-66,"0","TMA7"
"GNPNAT1",1.16068034908308e-70,0.693677109496273,0.315,0.103,2.54780943427228e-66,"0","GNPNAT1"
"CYB5D2",1.19195036676214e-70,0.571379379743451,0.337,0.113,2.61645025007957e-66,"0","CYB5D2"
"PPP2R5E",1.21212285813711e-70,0.43460715318744,0.6,0.271,2.66073088589677e-66,"0","PPP2R5E"
"MRPL11",1.38208226343633e-70,0.43917865150228,0.501,0.211,3.0338087764691e-66,"0","MRPL11"
"HINT1",1.3893691537055e-70,0.311777356685206,0.974,0.753,3.04980422929895e-66,"0","HINT1"
"CCDC9B",1.63194542451786e-70,2.05792227855854,0.141,0.016,3.58228340135916e-66,"0","CCDC9B"
"MEX3C",1.65934311276536e-70,0.62729890379649,0.383,0.142,3.64242406683124e-66,"0","MEX3C"
"CPT1C",1.71475210805343e-70,0.754787905208082,0.26,0.072,3.76405235238809e-66,"0","CPT1C"
"PFKL",1.8079510085932e-70,0.315560601739088,0.796,0.442,3.96863325896293e-66,"0","PFKL"
"NOTCH1",1.84295708561615e-70,0.687511762978883,0.319,0.107,4.04547509863601e-66,"0","NOTCH1"
"MRPS30-DT",1.8965115864028e-70,2.11359252930771,0.157,0.023,4.16303258331278e-66,"0","MRPS30-DT"
"MITD1",1.99156360036409e-70,0.417904118489577,0.391,0.145,4.37168125915922e-66,"0","MITD1"
"RBFA",2.46514947135575e-70,0.395270517311958,0.368,0.133,5.411249604573e-66,"0","RBFA"
"COPS7A",2.62322191182349e-70,0.614384239810095,0.439,0.176,5.75823441864373e-66,"0","COPS7A"
"ZNF521",2.76629202846951e-70,1.40777349999001,0.194,0.04,6.07228763169343e-66,"0","ZNF521"
"SGTA",2.84152941680754e-70,0.395576226158914,0.692,0.343,6.23744122283423e-66,"0","SGTA"
"EMC4",3.03049330577035e-70,0.401856064855228,0.654,0.318,6.65223585549651e-66,"0","EMC4"
"PCDH9-AS1",3.07276189063296e-70,2.44854045378578,0.137,0.015,6.74501962612842e-66,"0","PCDH9-AS1"
"CCDC43",3.28138999348738e-70,0.552111997947127,0.37,0.133,7.20297917470416e-66,"0","CCDC43"
"MEX3D",3.64676474640076e-70,0.648274967098289,0.411,0.159,8.0050132948243e-66,"0","MEX3D"
"REXO4",3.73615005111588e-70,0.843864505691669,0.313,0.102,8.20122297720447e-66,"0","REXO4"
"ABHD14A",4.28378973739916e-70,0.6847423622717,0.352,0.124,9.40334685256489e-66,"0","ABHD14A"
"ARL13B",4.44073017746097e-70,0.534601084366054,0.347,0.121,9.74784681254457e-66,"0","ARL13B"
"ZNF577",4.81386522163357e-70,1.03056006074671,0.28,0.084,1.05669155480079e-65,"0","ZNF577"
"TTLL3",5.10233710907514e-70,0.388232959903211,0.271,0.077,1.12001401881308e-65,"0","TTLL3"
"ZNF431",5.28522336330498e-70,0.61315917660576,0.328,0.11,1.16015938047908e-65,"0","ZNF431"
"CASP6",5.30267563469479e-70,0.510613291858681,0.267,0.076,1.16399032857185e-65,"0","CASP6"
"NFS1",5.78355495080983e-70,0.951236221962116,0.249,0.067,1.26954814725227e-65,"0","NFS1"
"YARS",5.86418993663403e-70,0.403041663995237,0.454,0.187,1.28724833299054e-65,"0","YARS"
"C1orf35",6.06787020603891e-70,0.351837496835366,0.522,0.224,1.3319581889276e-65,"0","C1orf35"
"RILPL1",6.63345937352238e-70,0.426044155554575,0.41,0.154,1.4561106670819e-65,"0","RILPL1"
"COPZ1",6.76604199429407e-70,0.36674965554064,0.676,0.333,1.48521387816749e-65,"0","COPZ1"
"SLC14A1",7.28542998959315e-70,3.88825546619178,0.1,0.002,1.59922473701559e-65,"0","SLC14A1"
"TBC1D10A",7.59881773360994e-70,0.995749891497683,0.229,0.057,1.66801648070472e-65,"0","TBC1D10A"
"PTP4A3",7.63626007314688e-70,0.803087494544728,0.235,0.06,1.67623544865647e-65,"0","PTP4A3"
"TOR1AIP1",8.20747990179058e-70,0.533227730879447,0.448,0.182,1.80162391324205e-65,"0","TOR1AIP1"
"BTF3L4",8.27861692257928e-70,0.348624233222236,0.754,0.395,1.81723920067538e-65,"0","BTF3L4"
"LHX2",8.65829073310658e-70,1.99731643808003,0.161,0.025,1.90058139882422e-65,"0","LHX2"
"PALM",8.82290725396288e-70,0.904998897873146,0.231,0.059,1.93671637131739e-65,"0","PALM"
"RBAK",8.95770774086825e-70,0.877053220466731,0.254,0.072,1.96630642619799e-65,"0","RBAK"
"PLSCR3",9.26932321928353e-70,0.980251708293209,0.242,0.064,2.03470913986493e-65,"0","PLSCR3"
"TUBE1",9.4871893680962e-70,0.791781335140072,0.31,0.102,2.0825329381908e-65,"0","TUBE1"
"JPX",9.82976279183285e-70,0.334291791186562,0.59,0.272,2.15773123043523e-65,"0","JPX"
"BRD8",1.02823926186945e-69,0.826312858652112,0.289,0.089,2.25708800372963e-65,"0","BRD8"
"CUTA",1.12069872176354e-69,0.291439745834376,0.897,0.541,2.46004576414315e-65,"0","CUTA"
"ARHGEF9",1.15196365277824e-69,0.855556685287413,0.259,0.074,2.52867541421352e-65,"0","ARHGEF9"
"TM2D3",1.15458709344185e-69,0.396446373465303,0.448,0.18,2.53443412881421e-65,"0","TM2D3"
"DERL2",1.18480190217906e-69,0.430762037835866,0.627,0.298,2.60075865547326e-65,"0","DERL2"
"GPHN",1.2185477612305e-69,1.37441141473303,0.21,0.048,2.67483419067706e-65,"0","GPHN"
"PSMG1",1.2220751298511e-69,0.487675339009272,0.416,0.163,2.68257711753615e-65,"0","PSMG1"
"ANKFY1",1.34318065692468e-69,0.755326027001873,0.346,0.121,2.94841586001537e-65,"0","ANKFY1"
"NPRL3",1.3832650063187e-69,0.39984924178535,0.339,0.116,3.03640501537017e-65,"0","NPRL3"
"BBS4",1.5620014557619e-69,1.03910706651349,0.254,0.07,3.42874939554296e-65,"0","BBS4"
"SIX5",1.665686307773e-69,3.33589551905028,0.124,0.01,3.65634801419252e-65,"0","SIX5"
"IDH2",1.70836079937911e-69,0.566072826596051,0.623,0.33,3.75002279071709e-65,"0","IDH2"
"PPIH",1.9769582603067e-69,0.364373029618831,0.384,0.143,4.33962107719924e-65,"0","PPIH"
"ZNF800",2.00910433727428e-69,0.398670485582245,0.534,0.236,4.41018493075077e-65,"0","ZNF800"
"GYG1",2.01186736567397e-69,0.418965661869826,0.44,0.177,4.41625005439093e-65,"0","GYG1"
"HOXC10",2.04838662620405e-69,1.45950745748174,0.16,0.025,4.49641348318051e-65,"0","HOXC10"
"LONRF2",2.24290390100107e-69,0.786438247313355,0.272,0.08,4.92339835308745e-65,"0","LONRF2"
"CHD9",2.26179021992237e-69,0.365353365550332,0.732,0.38,4.96485571175158e-65,"0","CHD9"
"USP14",2.2619195646125e-69,0.421379729164904,0.624,0.292,4.9651396362809e-65,"0","USP14"
"EN2",2.27286909177475e-69,1.45736044132411,0.219,0.052,4.98917494335476e-65,"0","EN2"
"CYB5B",2.60088903991676e-69,0.367674291802984,0.483,0.204,5.70921153152128e-65,"0","CYB5B"
"GTF2H4",2.61295043312628e-69,0.792884938617425,0.273,0.081,5.7356874957555e-65,"0","GTF2H4"
"TMA16",2.71238560492523e-69,0.89180444126404,0.277,0.084,5.95395764137138e-65,"0","TMA16"
"NADK",2.93939082280028e-69,0.410830329391523,0.366,0.131,6.45225679512889e-65,"0","NADK"
"SLC18B1",3.34969157633641e-69,0.890417083498979,0.272,0.079,7.35290797921606e-65,"0","SLC18B1"
"USP45",3.43869733539785e-69,1.48221741446311,0.184,0.035,7.54828452093183e-65,"0","USP45"
"TXNDC12",3.44654005807698e-69,0.274790758951245,0.658,0.317,7.56550008148479e-65,"0","TXNDC12"
"PRDX3",3.54234419975469e-69,0.384536045969921,0.674,0.343,7.77579975288152e-65,"0","PRDX3"
"ZMAT5",3.91342096260995e-69,0.409555685443427,0.442,0.177,8.5903503550251e-65,"0","ZMAT5"
"ACADVL",3.98749110769828e-69,0.408091707162963,0.828,0.518,8.75294173050849e-65,"0","ACADVL"
"C5orf24",4.42014230158565e-69,0.393902125638332,0.563,0.252,9.70265436621066e-65,"0","C5orf24"
"ROBO3",4.44037457081083e-69,0.829551700969617,0.242,0.064,9.74706622038686e-65,"0","ROBO3"
"GRHPR",4.52470918669051e-69,0.303657402662587,0.639,0.301,9.93218913570433e-65,"0","GRHPR"
"RPAP3",5.6469872544844e-69,0.625924158579791,0.297,0.094,1.23957017223187e-64,"0","RPAP3"
"GLG1",5.89086460428616e-69,0.301076573637605,0.588,0.266,1.29310368928686e-64,"0","GLG1"
"TENT5B",5.92060206399249e-69,3.27275926259419,0.128,0.012,1.29963135906699e-64,"0","TENT5B"
"FBXL12",6.15791939633309e-69,0.687642957962829,0.338,0.117,1.35172488668908e-64,"0","FBXL12"
"RNF167",6.2020630045839e-69,0.253003025150546,0.555,0.245,1.36141485013621e-64,"0","RNF167"
"DNAJB14",6.77545183169969e-69,0.321052781791423,0.595,0.268,1.4872794315764e-64,"0","DNAJB14"
"ZSCAN26",7.44122296057096e-69,1.3165477565456,0.215,0.051,1.63342285207493e-64,"0","ZSCAN26"
"GON4L",7.51759481325965e-69,0.494204403210728,0.379,0.14,1.65018723745863e-64,"0","GON4L"
"DENND1B",8.17312630370566e-69,0.79953765102843,0.258,0.072,1.79408295492643e-64,"0","DENND1B"
"UNC45A",8.67703369107181e-69,0.618655747974029,0.32,0.107,1.90469566552717e-64,"0","UNC45A"
"PAM16",8.95317535196167e-69,0.366909848022514,0.504,0.215,1.96531152150911e-64,"0","PAM16"
"USP5",9.071156010829e-69,0.418255871114465,0.469,0.194,1.99120945593707e-64,"0","USP5"
"MRPL9",9.24217944104149e-69,0.389034132902189,0.418,0.163,2.02875080910302e-64,"0","MRPL9"
"ZNF720",1.20770963517305e-68,0.803011300181629,0.272,0.081,2.65104342016836e-64,"0","ZNF720"
"IRF3",1.32108118826631e-68,0.309148559129965,0.52,0.227,2.89990531636338e-64,"0","IRF3"
"LSM1",1.32931303259887e-68,0.326359094355074,0.619,0.29,2.91797503785778e-64,"0","LSM1"
"NDUFS1",1.34034959011621e-68,0.332149661915173,0.457,0.186,2.9422013852641e-64,"0","NDUFS1"
"PMVK",1.34548011349096e-68,0.339046151139209,0.637,0.315,2.95346339712401e-64,"0","PMVK"
"UBE2K",1.40292772376567e-68,0.294678804102115,0.605,0.283,3.07956664643802e-64,"0","UBE2K"
"SETD6",1.40391103680866e-68,1.3716674983504,0.2,0.043,3.08172511689869e-64,"0","SETD6"
"CHDH",1.4333982499708e-68,1.78777199411687,0.184,0.037,3.14645249851091e-64,"0","CHDH"
"CSGALNACT1",1.44976979447295e-68,0.857184638769922,0.273,0.081,3.18238967584756e-64,"0","CSGALNACT1"
"ZNF470",1.45078213703617e-68,1.40043446350965,0.173,0.031,3.18461186900809e-64,"0","ZNF470"
"RWDD1",1.49526980111131e-68,0.299070065115479,0.68,0.34,3.28226674041943e-64,"0","RWDD1"
"SMYD2",1.51198348015504e-68,0.960570103549523,0.269,0.08,3.31895493728832e-64,"0","SMYD2"
"LRRTM3",1.54677502786853e-68,1.50614708391097,0.229,0.06,3.39532586367421e-64,"0","LRRTM3"
"CCDC115",1.6772233316306e-68,0.39775913096245,0.491,0.208,3.68167293526234e-64,"0","CCDC115"
"KPNA5",1.74550027623694e-68,0.654474848779615,0.297,0.093,3.8315476563677e-64,"0","KPNA5"
"PPHLN1",1.84444314287508e-68,0.377766995497202,0.564,0.253,4.04873714292508e-64,"0","PPHLN1"
"EXOC1",1.86494833466652e-68,0.422758460423931,0.499,0.212,4.09374808942647e-64,"0","EXOC1"
"KMT2C",1.90520791241015e-68,0.319856808022394,0.617,0.291,4.18212188853153e-64,"0","KMT2C"
"AKIP1",1.9147672905377e-68,0.3664923217537,0.403,0.156,4.2031056794593e-64,"0","AKIP1"
"SLC35A5",2.07279175677363e-68,0.579215443217971,0.397,0.153,4.5499851852938e-64,"0","SLC35A5"
"ZBED3",2.09088506467423e-68,0.617109338196127,0.331,0.112,4.58970180546639e-64,"0","ZBED3"
"MARK4",2.11427611321232e-68,0.6457346677811,0.291,0.091,4.64104749611237e-64,"0","MARK4"
"OGG1",2.19342044269247e-68,0.717644609916356,0.252,0.07,4.81477721375423e-64,"0","OGG1"
"CERS5",2.29172050228447e-68,0.615817296103205,0.379,0.141,5.03055567456463e-64,"0","CERS5"
"PSMA1",2.43456896937493e-68,0.336980433331465,0.87,0.523,5.3441223446749e-64,"0","PSMA1"
"NAT8L",2.68808561067796e-68,0.794240401353348,0.284,0.086,5.9006167239992e-64,"0","NAT8L"
"SHISA9",2.68892382610311e-68,3.0748792678936,0.11,0.006,5.90245669067894e-64,"0","SHISA9"
"C1orf194",2.75019760253823e-68,2.05882637681884,0.114,0.007,6.03695875733166e-64,"0","C1orf194"
"OGFOD1",2.85141323505266e-68,0.864900512602473,0.299,0.096,6.2591371922641e-64,"0","OGFOD1"
"PFDN6",2.94397630582054e-68,0.39636487126304,0.448,0.183,6.46232238890666e-64,"0","PFDN6"
"COASY",2.96001952417084e-68,0.44464793418198,0.381,0.141,6.49753885750741e-64,"0","COASY"
"URB1",2.96361715048327e-68,1.45599086575036,0.213,0.051,6.50543600702583e-64,"0","URB1"
"CRACR2B",3.01794622059442e-68,2.44973032454431,0.129,0.013,6.6246937488268e-64,"0","CRACR2B"
"BRWD1",3.1871578694061e-68,0.313987947328988,0.573,0.263,6.99613023913332e-64,"0","BRWD1"
"IMP3",3.36283806712514e-68,0.445160382623162,0.593,0.28,7.3817658411464e-64,"0","IMP3"
"TSSC4",3.36981483282314e-68,0.271829815630851,0.588,0.269,7.39708053953007e-64,"0","TSSC4"
"CIAO2B",3.45584725621695e-68,0.335220877733159,0.9,0.592,7.58593031212184e-64,"0","CIAO2B"
"WDR45",3.57741204311459e-68,0.349364650575196,0.496,0.214,7.85277717584083e-64,"0","WDR45"
"NAP1L4",3.69583885203504e-68,0.285210447903002,0.628,0.292,8.11273586410212e-64,"0","NAP1L4"
"TBL2",3.69776131921729e-68,0.67601378361488,0.341,0.121,8.11695587181387e-64,"0","TBL2"
"BCAR1",3.93754605918503e-68,0.593638214319241,0.376,0.141,8.64330735451705e-64,"0","BCAR1"
"PLOD3",3.94860172993542e-68,0.404386139520361,0.509,0.219,8.66757565738123e-64,"0","PLOD3"
"PEX1",3.97077088217642e-68,0.764143618382462,0.29,0.091,8.71623916346546e-64,"0","PEX1"
"GTPBP3",4.0670628404735e-68,0.917815606708438,0.242,0.064,8.92760964112337e-64,"0","GTPBP3"
"NAPEPLD",4.19630670220577e-68,0.731427010518606,0.306,0.098,9.21131284201189e-64,"0","NAPEPLD"
"TMEM234",4.30553095848749e-68,1.11193506323225,0.24,0.064,9.45107100697589e-64,"0","TMEM234"
"POMGNT2",4.33201058809743e-68,1.17017304402202,0.192,0.04,9.50919644193267e-64,"0","POMGNT2"
"ACTR3",4.45631019731691e-68,0.37992048043985,0.895,0.594,9.78204651413035e-64,"0","ACTR3"
"COL11A1",4.58283869058283e-68,2.10068687138934,0.133,0.014,1.00597892096984e-63,"0","COL11A1"
"HSPA5",4.81633759431674e-68,0.646220073865462,0.955,0.708,1.05723426532847e-63,"0","HSPA5"
"SDF2",5.01899589913259e-68,0.364077112841621,0.581,0.268,1.10171978981859e-63,"0","SDF2"
"CDKL3",5.77538334954562e-68,0.933345963074105,0.2,0.043,1.26775439905876e-63,"0","CDKL3"
"YIPF5",6.26660176644591e-68,0.293771946599534,0.57,0.254,1.37558175375254e-63,"0","YIPF5"
"TTC17",6.72868245083861e-68,0.488702565197911,0.407,0.158,1.47701308478358e-63,"0","TTC17"
"CCDC169",7.12529672329463e-68,2.30412769174786,0.116,0.008,1.5640738837304e-63,"0","CCDC169"
"TBL1X",7.38998987634155e-68,0.992181497157787,0.236,0.063,1.62217667775573e-63,"0","TBL1X"
"NECAP1",7.50113020378282e-68,0.415332140504619,0.442,0.178,1.64657309103237e-63,"0","NECAP1"
"RUSC1",7.77885074004399e-68,0.724764355253567,0.319,0.106,1.70753552594706e-63,"0","RUSC1"
"TRIM37",9.25289695314096e-68,0.740333145857693,0.303,0.099,2.03110341018397e-63,"0","TRIM37"
"DESI2",9.50660883599485e-68,0.541122827653855,0.381,0.144,2.08679570558923e-63,"0","DESI2"
"MYOF",9.59790288418591e-68,1.05693434601657,0.231,0.059,2.10683566210765e-63,"0","MYOF"
"DLAT",9.79800870363043e-68,1.06134968258557,0.241,0.065,2.15076089053392e-63,"0","DLAT"
"REPS1",1.02381070065031e-67,0.716956704907121,0.27,0.08,2.24736686899751e-63,"0","REPS1"
"PLPP5",1.02955967346878e-67,0.585270592134564,0.393,0.152,2.25998643923132e-63,"0","PLPP5"
"PCSK7",1.03177696614753e-67,0.307453319220572,0.488,0.208,2.26485361839045e-63,"0","PCSK7"
"TRPS1",1.07557738034178e-67,0.360118579764678,0.525,0.233,2.36099990758824e-63,"0","TRPS1"
"SMAD2",1.10672638111703e-67,0.349549766388547,0.463,0.193,2.42937507918998e-63,"0","SMAD2"
"KRT7",1.15902400571289e-67,3.1577120280597,0.111,0.006,2.54417359494036e-63,"0","KRT7"
"CIAO1",1.22654837727402e-67,0.333719952563353,0.574,0.262,2.69239634295421e-63,"0","CIAO1"
"UBE2N",1.25046958128479e-67,0.292236989564178,0.827,0.48,2.74490577787823e-63,"0","UBE2N"
"SCAF1",1.2579330444197e-67,0.518814183824099,0.404,0.156,2.76128882580568e-63,"0","SCAF1"
"SATB2-AS1",1.33369720468142e-67,1.85063307466231,0.155,0.024,2.92759873399618e-63,"0","SATB2-AS1"
"AC027682.6",1.50305597106946e-67,2.86641962575295,0.117,0.009,3.29935816209457e-63,"0","AC027682.6"
"NKAPD1",1.52315694334065e-67,0.647540988104026,0.348,0.125,3.34348180632706e-63,"0","NKAPD1"
"AARS",1.55712448560088e-67,0.520131095123605,0.458,0.192,3.4180439583425e-63,"0","AARS"
"AC060780.1",1.62428220276683e-67,0.755641314507386,0.213,0.051,3.56546186329347e-63,"0","AC060780.1"
"SPTBN4",1.64454694998376e-67,1.3427123772973,0.15,0.021,3.60994500990935e-63,"0","SPTBN4"
"AL691432.2",1.69383402366644e-67,1.03087211017661,0.281,0.087,3.71813506535021e-63,"0","AL691432.2"
"UMPS",1.86745808687672e-67,1.19321726213898,0.223,0.056,4.09925724650309e-63,"0","UMPS"
"SYNGAP1",1.89438679123378e-67,1.36321389271673,0.186,0.038,4.15836844543728e-63,"0","SYNGAP1"
"GRIK2",2.00192420299079e-67,0.999755028320854,0.17,0.03,4.39442381798509e-63,"0","GRIK2"
"AP1AR",2.20579214537003e-67,0.596086638051066,0.366,0.135,4.84193433830176e-63,"0","AP1AR"
"PRRT4",2.22536985039891e-67,2.15550744022072,0.11,0.006,4.88490935861065e-63,"0","PRRT4"
"ARMC8",2.26797596024047e-67,0.406586877449264,0.408,0.16,4.97843403032387e-63,"0","ARMC8"
"HAX1",2.46859400046034e-67,0.290744225714837,0.636,0.308,5.41881069041048e-63,"0","HAX1"
"TRMU",2.58454279523664e-67,0.489176496151597,0.359,0.128,5.67332988982395e-63,"0","TRMU"
"CHRM3",2.63484752725961e-67,2.14468754052454,0.156,0.025,5.78375380708757e-63,"0","CHRM3"
"ARHGEF25",3.09054208541062e-67,1.84957548505644,0.144,0.019,6.78404893168485e-63,"0","ARHGEF25"
"ITGAE",3.12384115398728e-67,0.275555561760724,0.626,0.298,6.85714371711748e-63,"0","ITGAE"
"ZNF791",3.42117433223866e-67,0.386162775484169,0.398,0.154,7.50981977669708e-63,"0","ZNF791"
"MRPL58",3.52711937461284e-67,0.46220235389308,0.371,0.138,7.74237973921265e-63,"0","MRPL58"
"SOCS1",3.61477039927347e-67,0.500558825124157,0.313,0.106,7.9347825034452e-63,"0","SOCS1"
"ATPAF1",3.76784846271358e-67,0.512460536807893,0.366,0.135,8.27080416050258e-63,"0","ATPAF1"
"IGSF1",3.87418188725351e-67,2.58385277336886,0.116,0.008,8.50421666071018e-63,"0","IGSF1"
"KRBOX4",4.05796308248265e-67,1.11955451315534,0.211,0.051,8.90763476235766e-63,"0","KRBOX4"
